"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:41502","ZIP Code 28269","country:us/state:nc/zip:28269","28269","6583","3616","2689","611","252","1040","276","2294","865","1595","490","1350","379","103","1834","987","1168","4359","5462","10","1820","424","1907","1927","2355"
"publicpolygonfeature:5:41696","ZIP Code 28660","country:us/state:nc/zip:28660","28660","27","86","0","0","0","0","0","44","0","0","46","50","0","1","63","32","15","94","92","49","17","75","275","174","82"
"publicpolygonfeature:5:41741","ZIP Code 28677","country:us/state:nc/zip:28677","28677","1506","695","324","307","60","460","89","872","92","826","280","1044","96","244","705","696","276","2120","2127","131","979","898","2217","699","1003"
"publicpolygonfeature:5:41750","ZIP Code 28625","country:us/state:nc/zip:28625","28625","1852","861","225","407","57","262","63","836","323","728","461","644","132","178","938","911","430","1832","2250","85","923","828","2063","873","895"
"publicpolygonfeature:5:41754","ZIP Code 28634","country:us/state:nc/zip:28634","28634","155","38","45","2","3","59","0","207","3","80","16","70","0","12","102","59","74","340","301","9","262","253","264","84","240"
"publicpolygonfeature:5:41764","ZIP Code 28678","country:us/state:nc/zip:28678","28678","139","102","0","0","15","0","17","90","0","66","97","90","0","27","69","88","34","312","432","164","30","63","526","97","113"
"publicpolygonfeature:5:41770","ZIP Code 28650","country:us/state:nc/zip:28650","28650","757","150","77","38","0","45","0","348","74","92","86","101","25","148","258","144","185","297","853","10","246","524","1112","106","206"
"publicpolygonfeature:5:41800","ZIP Code 28689","country:us/state:nc/zip:28689","28689","30","79","22","14","0","71","0","25","2","11","0","30","9","0","76","9","0","215","54","89","121","25","85","19","44"
"publicpolygonfeature:5:41923","ZIP Code 29014","country:us/state:sc/zip:29014","29014","47","0","0","11","15","0","0","46","0","32","6","83","0","7","15","28","61","108","31","33","82","90","97","0","23"
"publicpolygonfeature:5:41935","ZIP Code 29031","country:us/state:sc/zip:29031","29031","11","51","0","0","0","18","0","20","1","14","0","49","0","0","124","51","6","147","42","0","16","11","180","56","154"
"publicpolygonfeature:5:41955","ZIP Code 29055","country:us/state:sc/zip:29055","29055","162","53","0","39","0","25","25","36","21","30","14","59","37","27","112","37","6","170","185","0","78","101","205","20","82"
"publicpolygonfeature:5:41959","ZIP Code 29058","country:us/state:sc/zip:29058","29058","111","77","109","5","1","0","43","221","2","12","45","70","0","17","135","145","37","252","86","14","119","237","132","47","240"
"publicpolygonfeature:5:41963","ZIP Code 29067","country:us/state:sc/zip:29067","29067","416","147","47","20","49","70","9","336","34","140","116","166","79","34","191","237","63","191","386","21","223","254","478","202","274"
"publicpolygonfeature:5:41980","ZIP Code 29717","country:us/state:sc/zip:29717","29717","49","43","0","31","0","8","0","47","4","37","18","1","12","6","2","2","4","81","67","0","146","44","61","37","19"
