"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","15","0","0","0","0","0","0","46","0","0","67","0","0","0","90","0","29","64","4","0","22","0","63","20","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","3814","1851","1144","653","78","465","136","1740","1084","731","572","809","80","108","2108","2074","381","2512","4189","17","2126","953","1494","1244","1357"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","5804","3750","2724","1659","583","479","473","2083","1595","1456","361","505","246","28","1605","823","823","3955","3686","0","1650","526","1163","1096","957"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","2714","1755","1602","927","174","364","437","957","456","511","336","271","43","159","889","144","284","1476","1427","0","459","123","268","118","126"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","1816","1204","1097","724","650","230","316","1525","1218","359","174","67","11","0","733","64","230","743","875","0","135","139","206","150","260"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","1077","922","1392","566","122","131","277","844","699","395","76","159","75","46","1151","762","500","963","1025","0","1398","572","467","272","514"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","2728","2426","2388","1432","382","509","107","1093","835","488","299","653","394","90","2220","2111","781","2275","2663","15","3869","394","1260","1361","980"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","2520","1564","1671","693","310","237","92","1243","838","507","97","549","86","56","636","255","1004","1698","1550","149","854","455","1489","579","789"
"publicpolygonfeature:5:60041","ZIP Code 78756","country:us/state:tx/zip:78756","78756","1023","640","744","240","29","103","242","543","269","120","115","26","60","0","283","79","44","419","292","0","11","156","41","0","191"
"publicpolygonfeature:5:60042","ZIP Code 78759","country:us/state:tx/zip:78759","78759","4238","2874","3342","1262","556","294","326","1619","1761","1351","155","396","204","38","566","204","377","2752","1793","124","184","303","312","212","345"
"publicpolygonfeature:5:60108","ZIP Code 78953","country:us/state:tx/zip:78953","78953","70","36","14","28","0","0","0","15","0","16","0","15","0","82","0","29","0","41","88","0","114","35","34","0","0"
"publicpolygonfeature:5:60111","ZIP Code 78957","country:us/state:tx/zip:78957","78957","381","149","142","74","28","62","58","292","101","155","16","139","49","79","322","94","25","471","658","118","267","380","320","368","191"
"publicpolygonfeature:5:6688042","ZIP Code 78674","country:us/state:tx/zip:78674","78674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","0","15","30","0","14","0","0","0","0"
"publicpolygonfeature:22:928018","Austin-Round Rock-San Marcos, TX Area","country:us/state:tx/msa:austin-round_rock-san_marcos","12420","195640","117075","104109","47450","16115","19048","18392","80004","43001","48612","18840","23626","12335","8393","60977","34771","28997","128607","125920","2022","57225","30930","41142","36294","33167"
