"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:60450","ZIP Code 80202","country:us/state:co/zip:80202","80202","2865","2186","1631","846","262","233","459","395","368","680","112","243","59","0","435","103","118","1636","389","88","205","341","163","236","67"
"publicpolygonfeature:5:60451","ZIP Code 80203","country:us/state:co/zip:80203","80203","2461","2674","1413","646","277","528","240","731","1002","873","230","299","107","48","1026","171","343","1556","1382","61","256","362","275","320","240"
"publicpolygonfeature:5:60452","ZIP Code 80205","country:us/state:co/zip:80205","80205","4240","2676","2142","871","300","177","515","1048","1162","1014","132","308","284","119","949","287","467","2046","1380","8","369","166","273","676","496"
"publicpolygonfeature:5:60453","ZIP Code 80223","country:us/state:co/zip:80223","80223","1849","1003","776","399","83","177","210","774","325","480","157","330","66","108","633","428","473","959","546","35","736","205","242","263","147"
"publicpolygonfeature:5:60454","ZIP Code 80224","country:us/state:co/zip:80224","80224","1789","948","489","326","255","401","154","559","313","785","187","145","85","125","548","36","206","762","984","0","58","103","134","440","206"
"publicpolygonfeature:5:60455","ZIP Code 80226","country:us/state:co/zip:80226","80226","1958","1618","541","428","126","196","245","884","510","350","557","511","171","73","1319","707","678","1419","1896","10","1378","621","765","461","458"
"publicpolygonfeature:5:60456","ZIP Code 80227","country:us/state:co/zip:80227","80227","2247","1436","1036","964","303","497","365","758","295","747","306","500","178","111","1131","740","520","2040","2509","0","846","595","433","380","336"
"publicpolygonfeature:5:60457","ZIP Code 80228","country:us/state:co/zip:80228","80228","3569","2045","1239","1343","728","187","235","1117","544","930","373","312","203","94","997","275","516","1785","1989","0","714","365","492","456","541"
"publicpolygonfeature:5:60458","ZIP Code 80229","country:us/state:co/zip:80229","80229","2180","1428","881","614","397","452","215","836","494","543","437","848","163","361","1703","1604","588","2792","3819","111","3188","1184","1707","2122","1622"
"publicpolygonfeature:5:60459","ZIP Code 80230","country:us/state:co/zip:80230","80230","1178","670","452","225","228","11","209","240","218","545","171","90","46","0","160","0","15","408","611","15","54","87","133","171","0"
"publicpolygonfeature:5:60467","ZIP Code 80401","country:us/state:co/zip:80401","80401","3699","2167","1468","1349","647","248","365","1693","868","1103","176","630","215","142","1056","318","411","2122","1758","15","706","516","505","766","345"
"publicpolygonfeature:5:60468","ZIP Code 80420","country:us/state:co/zip:80420","80420","69","14","1","0","0","0","15","12","21","90","0","0","0","0","1","0","263","22","214","0","121","26","0","38","11"
"publicpolygonfeature:5:60469","ZIP Code 80403","country:us/state:co/zip:80403","80403","2251","1018","773","580","315","237","92","763","264","904","40","140","83","16","213","177","121","816","576","40","209","196","128","218","103"
"publicpolygonfeature:5:60470","ZIP Code 80419","country:us/state:co/zip:80419","80419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
