"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:63682","ZIP Code 94603","country:us/state:ca/zip:94603","94603","2189","3331","1418","1175","1062","414","440","619","373","112"
"publicpolygonfeature:5:63683","ZIP Code 94605","country:us/state:ca/zip:94605","94605","5610","2625","2526","2041","1521","1160","839","618","557","121"
"publicpolygonfeature:5:63684","ZIP Code 94606","country:us/state:ca/zip:94606","94606","7002","1066","2060","1984","2175","1468","643","421","613","473"
"publicpolygonfeature:5:63685","ZIP Code 94607","country:us/state:ca/zip:94607","94607","4192","446","611","789","1796","1015","1064","2921","1797","485"
"publicpolygonfeature:5:63686","ZIP Code 94608","country:us/state:ca/zip:94608","94608","6372","1119","547","673","2119","1605","1024","2705","1697","458"
"publicpolygonfeature:5:63687","ZIP Code 94609","country:us/state:ca/zip:94609","94609","6175","1066","678","326","1102","503","269","335","1409","179"
"publicpolygonfeature:5:63688","ZIP Code 94610","country:us/state:ca/zip:94610","94610","7488","849","1513","3658","2946","805","439","197","286","40"
"publicpolygonfeature:5:63689","ZIP Code 94611","country:us/state:ca/zip:94611","94611","5854","1476","2922","2599","2636","1253","1073","527","982","404"
"publicpolygonfeature:5:63690","ZIP Code 94612","country:us/state:ca/zip:94612","94612","3547","246","657","967","1248","463","660","1747","2679","735"
"publicpolygonfeature:5:63691","ZIP Code 94613","country:us/state:ca/zip:94613","94613","0","0","0","0","0","0","0","0","0","0"
