"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:60448","ZIP Code 80137","country:us/state:co/zip:80137","80137","614","93","13","0","13","93","13","297","66","0","0","0","0","0","0","0","0","92","0","0","27","0","0","0","614","317","0"
"publicpolygonfeature:5:60449","ZIP Code 80138","country:us/state:co/zip:80138","80138","12310","1079","95","0","95","1079","95","5182","606","32","0","17","0","157","144","42","0","5256","85","157","473","125","0","83","12310","7128","61"
"publicpolygonfeature:5:60450","ZIP Code 80202","country:us/state:co/zip:80202","80202","4159","262","3231","208","3231","262","1914","1795","31","621","1317","34","51","1168","194","22","208","4841","138","1168","231","547","157","142","4159","2364","52"
"publicpolygonfeature:5:60451","ZIP Code 80203","country:us/state:co/zip:80203","80203","7671","515","1809","613","1809","515","1193","3370","337","166","616","18","337","622","217","103","613","5884","96","622","178","456","276","153","7671","4301","64"
"publicpolygonfeature:5:60452","ZIP Code 80205","country:us/state:co/zip:80205","80205","9173","1056","1252","893","1252","1056","744","4440","551","463","508","23","380","1022","202","57","893","7995","122","1022","505","559","513","96","9173","4733","106"
"publicpolygonfeature:5:60453","ZIP Code 80223","country:us/state:co/zip:80223","80223","5518","1039","301","232","301","1039","163","2884","353","289","138","24","35","595","283","197","232","3243","62","595","686","306","197","168","5518","2634","115"
"publicpolygonfeature:5:60454","ZIP Code 80224","country:us/state:co/zip:80224","80224","5632","523","182","59","182","523","100","2698","277","85","82","0","8","309","78","0","59","3069","78","309","246","224","51","13","5632","2934","65"
"publicpolygonfeature:5:60455","ZIP Code 80226","country:us/state:co/zip:80226","80226","11592","1109","388","116","388","1109","222","5321","607","191","166","54","1","300","189","3","116","3930","132","300","502","109","115","116","11592","6271","73"
"publicpolygonfeature:5:60456","ZIP Code 80227","country:us/state:co/zip:80227","80227","13813","871","208","51","208","871","175","6871","463","104","33","123","0","258","300","4","51","3519","173","258","408","154","51","235","13813","6942","65"
"publicpolygonfeature:5:60457","ZIP Code 80228","country:us/state:co/zip:80228","80228","13177","889","228","139","228","889","136","6138","359","64","92","14","14","195","83","0","139","6050","69","195","530","131","125","73","13177","7039","10"
