"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:46453","ZIP Code 43136","country:us/state:oh/zip:43136","43136","829","62","20","0","20","62","8","351","35","0","12","0","0","2","0","0","0","155","0","2","27","2","0","0","829","478","0"
"publicpolygonfeature:5:46454","ZIP Code 43137","country:us/state:oh/zip:43137","43137","866","167","0","0","0","167","0","501","118","0","0","0","0","4","0","0","0","121","0","4","49","4","0","0","866","365","0"
"publicpolygonfeature:5:46455","ZIP Code 43138","country:us/state:oh/zip:43138","43138","7112","785","112","0","112","785","93","3420","297","0","19","0","0","4","63","0","0","397","63","4","488","4","0","11","7112","3692","52"
"publicpolygonfeature:5:46456","ZIP Code 43149","country:us/state:oh/zip:43149","43149","893","9","0","0","0","9","0","331","0","0","0","0","0","0","3","0","0","30","3","0","9","0","0","0","893","562","3"
"publicpolygonfeature:5:46457","ZIP Code 43140","country:us/state:oh/zip:43140","43140","7923","837","96","0","96","837","65","3563","375","0","31","3","0","37","99","0","0","1436","96","37","462","37","0","55","7923","4360","44"
"publicpolygonfeature:5:46459","ZIP Code 43150","country:us/state:oh/zip:43150","43150","904","28","3","0","3","28","2","423","12","0","1","25","0","0","76","0","0","60","51","0","16","0","0","76","904","481","0"
"publicpolygonfeature:5:46460","ZIP Code 43151","country:us/state:oh/zip:43151","43151","88","7","0","0","0","7","0","37","4","0","0","0","0","0","0","0","0","20","0","0","3","0","0","0","88","51","0"
"publicpolygonfeature:5:46461","ZIP Code 43143","country:us/state:oh/zip:43143","43143","2237","296","27","0","27","296","23","1031","96","2","4","0","0","2","3","0","0","309","3","2","200","0","0","0","2237","1206","3"
"publicpolygonfeature:5:46462","ZIP Code 43144","country:us/state:oh/zip:43144","43144","95","15","0","0","0","15","0","41","7","0","0","0","0","0","0","0","0","9","0","0","8","0","0","0","95","54","0"
"publicpolygonfeature:5:46463","ZIP Code 43156","country:us/state:oh/zip:43156","43156","93","6","0","0","0","6","0","26","6","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","93","67","0"
"publicpolygonfeature:5:46464","ZIP Code 43157","country:us/state:oh/zip:43157","43157","201","8","0","0","0","8","0","77","4","0","0","0","0","0","0","0","0","13","0","0","4","0","0","0","201","124","0"
"publicpolygonfeature:5:46465","ZIP Code 43158","country:us/state:oh/zip:43158","43158","59","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","38","0"
