"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:59784","ZIP Code 78222","country:us/state:tx/zip:78222","78222","8704","2169","0","33","0","2169","0","3966","1048","80","0","34","0","340","262","36","33","943","192","340","1121","260","33","129","8704","4738","133"
"publicpolygonfeature:5:59785","ZIP Code 78223","country:us/state:tx/zip:78223","78223","17241","4183","224","32","224","4183","77","7686","1798","432","147","0","20","680","426","103","32","2543","323","680","2385","248","12","358","17241","9555","68"
"publicpolygonfeature:5:59787","ZIP Code 78224","country:us/state:tx/zip:78224","78224","7260","1238","317","0","317","1238","238","3285","576","0","79","36","0","51","352","188","0","736","128","51","662","51","0","327","7260","3975","25"
"publicpolygonfeature:5:59788","ZIP Code 78225","country:us/state:tx/zip:78225","78225","4546","832","43","0","43","832","17","2376","370","64","26","0","0","81","158","9","0","309","149","81","462","17","0","56","4546","2170","102"
"publicpolygonfeature:5:59789","ZIP Code 78226","country:us/state:tx/zip:78226","78226","1615","786","182","0","182","786","31","791","243","121","151","0","0","151","0","0","0","135","0","151","543","30","0","0","1615","824","0"
"publicpolygonfeature:5:59790","ZIP Code 78227","country:us/state:tx/zip:78227","78227","12415","3169","103","108","103","3169","93","5449","993","530","10","0","0","681","251","21","108","1291","230","681","2176","151","108","138","12415","6966","113"
"publicpolygonfeature:5:59791","ZIP Code 78228","country:us/state:tx/zip:78228","78228","16275","3529","487","80","487","3529","196","7533","1770","242","291","60","59","744","1022","246","80","1963","716","744","1759","502","21","671","16275","8742","351"
"publicpolygonfeature:5:59793","ZIP Code 78231","country:us/state:tx/zip:78231","78231","3853","180","33","0","33","180","33","1671","140","0","0","0","0","0","11","0","0","923","11","0","40","0","0","0","3853","2182","11"
"publicpolygonfeature:5:59794","ZIP Code 78232","country:us/state:tx/zip:78232","78232","12205","1499","437","26","437","1499","283","5905","898","18","154","0","5","60","305","29","26","4783","276","60","601","42","21","146","12205","6300","159"
"publicpolygonfeature:5:59795","ZIP Code 78233","country:us/state:tx/zip:78233","78233","16924","3236","262","10","262","3236","139","7784","1457","129","123","6","0","231","290","47","10","3199","237","231","1779","102","10","84","16924","9140","206"
"publicpolygonfeature:5:59796","ZIP Code 78234","country:us/state:tx/zip:78234","78234","1277","213","1669","26","1669","213","1104","409","74","19","565","0","13","19","27","2","26","1530","25","19","139","0","13","7","1277","868","20"
"publicpolygonfeature:5:59797","ZIP Code 78235","country:us/state:tx/zip:78235","78235","969","379","19","0","19","379","19","273","238","5","0","0","0","45","29","0","0","143","29","45","141","40","0","29","969","696","0"
"publicpolygonfeature:5:59798","ZIP Code 78236","country:us/state:tx/zip:78236","78236","1108","186","2374","0","2374","186","1463","292","79","165","911","2","0","251","49","0","0","2440","47","251","107","86","0","14","1108","816","35"
