"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:42054","ZIP Code 33182","country:us/state:fl/zip:33182","33182","702","86","85","54","0","13","14","136","40","83","103","45","108","14","63","34","85","444","356","6","330","207","273","383","156"
"publicpolygonfeature:5:42059","ZIP Code 33183","country:us/state:fl/zip:33183","33183","1008","489","222","206","26","171","32","253","178","305","81","59","172","161","291","514","155","797","822","17","637","385","211","890","199"
"publicpolygonfeature:5:42136","ZIP Code 33184","country:us/state:fl/zip:33184","33184","620","303","263","118","0","11","52","92","115","317","0","103","55","25","344","147","109","866","254","0","525","419","230","662","195"
"publicpolygonfeature:5:42139","ZIP Code 33185","country:us/state:fl/zip:33185","33185","1625","534","582","116","31","11","72","112","171","377","167","28","240","218","169","178","48","836","653","24","498","368","107","357","226"
"publicpolygonfeature:5:42142","ZIP Code 33186","country:us/state:fl/zip:33186","33186","3067","1093","697","313","84","114","129","655","503","317","123","241","394","273","938","228","301","2464","1745","50","1626","900","511","1654","735"
"publicpolygonfeature:5:42144","ZIP Code 33187","country:us/state:fl/zip:33187","33187","570","229","161","295","17","48","42","362","97","74","52","0","287","101","116","145","55","426","178","125","310","328","251","273","165"
"publicpolygonfeature:5:42211","ZIP Code 33189","country:us/state:fl/zip:33189","33189","1013","335","341","88","33","95","15","188","71","25","69","19","78","106","316","90","175","533","224","0","672","623","277","480","465"
"publicpolygonfeature:5:42214","ZIP Code 33190","country:us/state:fl/zip:33190","33190","738","265","155","98","0","88","0","130","91","199","81","142","257","215","383","190","60","375","487","42","308","230","41","218","237"
"publicpolygonfeature:5:42215","ZIP Code 33193","country:us/state:fl/zip:33193","33193","1519","380","533","235","123","43","8","136","423","463","181","184","180","122","510","235","175","1504","797","154","1339","1097","677","1500","594"
"publicpolygonfeature:5:42233","ZIP Code 33194","country:us/state:fl/zip:33194","33194","537","211","131","142","0","0","0","74","59","30","0","0","11","38","70","56","4","154","88","1","180","74","0","142","33"
"publicpolygonfeature:5:42239","ZIP Code 33196","country:us/state:fl/zip:33196","33196","2205","873","901","660","134","85","76","440","276","311","137","351","631","380","479","315","343","2052","1197","69","746","749","279","1394","460"
"publicpolygonfeature:5:42247","ZIP Code 33301","country:us/state:fl/zip:33301","33301","1451","804","733","282","20","42","285","59","182","199","28","0","68","23","372","341","33","1196","417","0","533","62","15","201","245"
"publicpolygonfeature:5:42252","ZIP Code 33304","country:us/state:fl/zip:33304","33304","1231","424","442","151","39","28","156","161","310","319","0","20","110","0","191","432","61","699","469","0","353","277","53","384","173"
