"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:45749","ZIP Code 40245","country:us/state:ky/zip:40245","40245","1304","827","211","33","136","226","154","721","120","1292","287","183","35","22","343","77","317","1163","1344","13","0","0","206","56","114"
"publicpolygonfeature:5:45750","ZIP Code 40258","country:us/state:ky/zip:40258","40258","469","494","209","0","39","313","93","448","33","227","271","445","49","0","483","15","159","311","1331","0","0","43","523","109","353"
"publicpolygonfeature:5:45751","ZIP Code 40272","country:us/state:ky/zip:40272","40272","536","561","85","86","8","77","56","662","185","566","552","575","42","0","688","184","185","487","2334","0","51","16","481","96","575"
"publicpolygonfeature:5:45752","ZIP Code 40280","country:us/state:ky/zip:40280","40280","0","0","0","0","0","0","0","1","0","0","0","0","0","0","14","0","6","14","0","0","0","0","0","0","1"
"publicpolygonfeature:5:45754","ZIP Code 40291","country:us/state:ky/zip:40291","40291","889","881","243","54","101","131","130","776","126","761","339","279","31","0","614","156","479","933","1940","27","10","60","399","279","342"
"publicpolygonfeature:5:45755","ZIP Code 40299","country:us/state:ky/zip:40299","40299","1147","1035","251","19","44","219","112","1277","121","891","223","570","97","90","570","56","288","852","1520","26","25","88","398","144","171"
"publicpolygonfeature:5:47979","ZIP Code 47104","country:us/state:in/zip:47104","47104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47982","ZIP Code 47114","country:us/state:in/zip:47114","47114","6","29","0","0","0","0","0","6","0","0","0","3","0","0","11","2","4","18","14","0","0","0","0","5","0"
"publicpolygonfeature:5:47986","ZIP Code 47120","country:us/state:in/zip:47120","47120","0","6","0","0","0","0","0","16","0","0","0","0","0","0","0","0","34","0","69","0","0","0","12","0","0"
"publicpolygonfeature:5:47988","ZIP Code 47106","country:us/state:in/zip:47106","47106","105","34","21","3","0","17","19","25","0","34","101","84","30","0","58","17","98","72","309","0","0","0","38","12","23"
