"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43756","ZIP Code 34652","country:us/state:fl/zip:34652","34652","457","284","134","3","21","53","212","414","50","322","120","472","26","0","555","97","156","1117","1534","0","19","0","113","70","55"
"publicpolygonfeature:5:43759","ZIP Code 34601","country:us/state:fl/zip:34601","34601","642","157","34","0","10","88","0","143","0","78","254","406","16","21","339","95","236","603","744","0","23","41","57","250","48"
"publicpolygonfeature:5:43760","ZIP Code 34602","country:us/state:fl/zip:34602","34602","135","180","124","0","24","89","74","251","0","132","199","119","0","0","181","42","69","243","303","0","0","97","9","13","0"
"publicpolygonfeature:5:43761","ZIP Code 34604","country:us/state:fl/zip:34604","34604","343","68","0","13","20","31","29","288","44","231","109","56","60","68","108","10","40","365","381","0","6","0","68","118","99"
"publicpolygonfeature:5:43762","ZIP Code 34606","country:us/state:fl/zip:34606","34606","287","219","14","0","0","82","72","419","63","332","256","351","16","0","274","177","234","556","1446","0","44","17","74","34","180"
"publicpolygonfeature:5:43763","ZIP Code 34607","country:us/state:fl/zip:34607","34607","207","115","6","0","8","53","63","69","48","203","54","141","0","0","57","29","60","158","396","0","0","0","5","16","0"
"publicpolygonfeature:5:43764","ZIP Code 34608","country:us/state:fl/zip:34608","34608","651","330","32","0","69","156","77","940","55","363","670","776","30","23","294","285","401","999","2005","0","10","90","152","111","165"
"publicpolygonfeature:5:43765","ZIP Code 34609","country:us/state:fl/zip:34609","34609","822","830","213","22","3","154","96","796","128","837","347","723","62","66","808","123","279","945","1995","0","10","0","107","146","119"
"publicpolygonfeature:5:43766","ZIP Code 34610","country:us/state:fl/zip:34610","34610","385","215","43","11","9","38","103","580","39","274","86","178","0","16","174","143","128","464","516","0","63","13","38","30","43"
"publicpolygonfeature:5:43767","ZIP Code 34653","country:us/state:fl/zip:34653","34653","548","378","41","26","10","112","152","575","84","314","239","338","91","39","557","361","322","799","1436","0","0","34","230","106","36"
"publicpolygonfeature:5:43768","ZIP Code 34613","country:us/state:fl/zip:34613","34613","254","199","71","137","0","74","38","99","56","292","150","175","23","32","264","93","120","265","605","0","0","0","62","0","144"
"publicpolygonfeature:5:43769","ZIP Code 34614","country:us/state:fl/zip:34614","34614","250","84","0","0","14","170","30","235","40","200","57","31","0","0","49","32","24","359","634","0","0","0","53","31","0"
"publicpolygonfeature:5:43770","ZIP Code 34637","country:us/state:fl/zip:34637","34637","320","148","0","0","0","29","63","291","37","156","75","87","9","0","0","12","455","202","295","0","0","0","1","63","24"
"publicpolygonfeature:5:43771","ZIP Code 34638","country:us/state:fl/zip:34638","34638","1149","747","229","145","133","81","280","940","263","1020","239","233","79","0","537","197","159","1031","1234","0","9","0","124","28","164"
"publicpolygonfeature:5:43772","ZIP Code 34639","country:us/state:fl/zip:34639","34639","1068","743","82","33","26","101","135","824","206","995","295","124","37","19","153","148","283","661","1378","0","0","0","132","11","35"
"publicpolygonfeature:5:43773","ZIP Code 34655","country:us/state:fl/zip:34655","34655","1261","878","154","13","93","92","129","1092","114","1183","289","396","75","22","728","272","564","1142","2055","0","14","26","82","78","60"
"publicpolygonfeature:5:43774","ZIP Code 34661","country:us/state:fl/zip:34661","34661","50","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43775","ZIP Code 34667","country:us/state:fl/zip:34667","34667","359","281","92","102","11","69","44","303","9","183","168","304","50","1","337","119","157","757","1188","0","8","20","161","26","167"
"publicpolygonfeature:5:43776","ZIP Code 34668","country:us/state:fl/zip:34668","34668","869","330","138","27","123","81","82","521","171","274","418","986","43","0","970","572","173","1244","2265","0","83","17","259","174","185"
"publicpolygonfeature:5:43777","ZIP Code 34669","country:us/state:fl/zip:34669","34669","260","172","38","25","46","32","0","263","95","151","118","75","47","31","87","84","158","343","626","0","0","10","17","21","24"
"publicpolygonfeature:5:43778","ZIP Code 34683","country:us/state:fl/zip:34683","34683","937","537","225","63","64","178","215","962","216","771","55","149","23","0","451","156","561","1098","1574","0","11","13","148","122","18"
"publicpolygonfeature:5:43779","ZIP Code 34684","country:us/state:fl/zip:34684","34684","558","522","87","8","20","34","89","503","119","582","267","181","0","76","255","28","316","619","968","0","0","48","30","81","36"
"publicpolygonfeature:5:43780","ZIP Code 34685","country:us/state:fl/zip:34685","34685","532","366","80","0","0","89","43","279","40","417","33","54","47","51","103","0","146","484","908","0","0","0","55","42","11"
"publicpolygonfeature:5:43781","ZIP Code 34688","country:us/state:fl/zip:34688","34688","285","85","85","6","0","0","10","89","30","204","40","138","0","12","94","46","42","181","477","0","14","0","8","9","5"
"publicpolygonfeature:5:43782","ZIP Code 34689","country:us/state:fl/zip:34689","34689","815","411","88","19","38","212","112","360","102","385","78","391","13","9","542","82","130","768","1104","0","47","9","139","17","35"
"publicpolygonfeature:5:43783","ZIP Code 34690","country:us/state:fl/zip:34690","34690","252","141","23","0","12","47","58","158","11","44","132","162","10","0","270","154","131","374","594","0","0","0","49","64","55"
"publicpolygonfeature:5:43784","ZIP Code 34698","country:us/state:fl/zip:34698","34698","1158","879","193","68","36","272","245","768","252","694","338","135","62","53","685","176","309","878","1665","10","26","0","88","42","106"
"publicpolygonfeature:5:6680134","ZIP Code 33530","country:us/state:fl/zip:33530","33530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6697676","ZIP Code 33574","country:us/state:fl/zip:33574","33574","4","0","0","0","0","4","0","7","11","0","0","0","0","0","26","0","61","24","16","0","0","0","0","0","0"
"publicpolygonfeature:5:6701323","ZIP Code 33550","country:us/state:fl/zip:33550","33550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928724","Tampa-St. Petersburg-Clearwater, FL Area","country:us/state:fl/msa:tampa-st_petersburg-clearwater","45300","79808","61900","16826","4637","6642","15921","14189","59142","16148","58047","25559","36960","5071","2554","45642","20325","30477","86929","136479","1507","3962","1973","17182","9512","12727"
