"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:42142","ZIP Code 33186","country:us/state:fl/zip:33186","33186","2504","1473","177","97","202","417","521","1505","219","1409","557","713","103","68","554","582","611","1829","3513","0","84","0","189","250","355"
"publicpolygonfeature:5:42144","ZIP Code 33187","country:us/state:fl/zip:33187","33187","541","302","69","68","15","135","138","366","9","420","93","200","0","42","134","82","40","284","938","0","0","0","23","87","23"
"publicpolygonfeature:5:42211","ZIP Code 33189","country:us/state:fl/zip:33189","33189","820","645","17","0","10","264","33","705","116","426","138","333","55","35","238","327","111","887","1080","0","37","0","100","49","59"
"publicpolygonfeature:5:42214","ZIP Code 33190","country:us/state:fl/zip:33190","33190","394","150","236","44","75","108","63","327","60","212","81","218","44","165","212","49","248","484","934","35","16","5","138","235","0"
"publicpolygonfeature:5:42215","ZIP Code 33193","country:us/state:fl/zip:33193","33193","1081","999","148","142","259","111","69","952","205","1007","449","746","45","11","674","631","627","1315","1945","29","56","30","187","133","201"
"publicpolygonfeature:5:42233","ZIP Code 33194","country:us/state:fl/zip:33194","33194","271","108","29","10","0","72","41","55","29","65","10","145","0","10","68","33","57","103","357","0","14","0","13","45","0"
"publicpolygonfeature:5:42239","ZIP Code 33196","country:us/state:fl/zip:33196","33196","1606","888","347","95","125","404","419","1346","210","703","571","645","32","8","655","217","628","1310","2180","0","29","11","185","162","112"
"publicpolygonfeature:5:42247","ZIP Code 33301","country:us/state:fl/zip:33301","33301","815","930","102","97","204","111","174","176","133","326","70","45","0","0","230","119","28","765","305","0","0","0","18","46","0"
"publicpolygonfeature:5:42252","ZIP Code 33304","country:us/state:fl/zip:33304","33304","457","538","222","14","65","9","60","252","112","243","95","97","19","0","420","77","150","787","295","0","0","0","49","15","69"
"publicpolygonfeature:5:42254","ZIP Code 33305","country:us/state:fl/zip:33305","33305","341","366","82","20","19","43","97","116","66","169","12","36","0","0","355","42","28","186","301","0","0","0","16","32","0"
"publicpolygonfeature:5:42256","ZIP Code 33306","country:us/state:fl/zip:33306","33306","109","85","0","0","0","5","13","83","28","37","47","0","0","34","76","35","0","163","116","0","7","8","0","0","0"
"publicpolygonfeature:5:42264","ZIP Code 33308","country:us/state:fl/zip:33308","33308","1002","617","56","45","7","132","240","351","151","427","132","56","0","52","267","88","309","1005","843","0","0","0","119","165","55"
"publicpolygonfeature:5:42267","ZIP Code 33309","country:us/state:fl/zip:33309","33309","714","543","45","74","7","106","205","663","85","270","150","858","17","97","549","555","626","1264","1978","0","25","11","192","28","206"
"publicpolygonfeature:5:42273","ZIP Code 33311","country:us/state:fl/zip:33311","33311","1247","871","193","21","60","234","256","1069","191","488","491","1122","404","180","1749","1109","556","1630","2970","15","46","65","478","187","350"
"publicpolygonfeature:5:42323","ZIP Code 33312","country:us/state:fl/zip:33312","33312","1001","660","48","24","108","148","423","737","117","387","186","730","192","27","1019","694","572","978","2446","0","54","0","277","126","279"
"publicpolygonfeature:5:42336","ZIP Code 33313","country:us/state:fl/zip:33313","33313","1180","772","128","45","16","453","129","805","233","553","518","2250","513","50","1412","768","119","1337","2863","0","77","15","474","401","370"
"publicpolygonfeature:5:42345","ZIP Code 33314","country:us/state:fl/zip:33314","33314","863","187","51","72","60","107","169","460","54","560","107","528","100","19","581","588","222","1280","1363","0","0","0","38","169","180"
"publicpolygonfeature:5:42348","ZIP Code 33315","country:us/state:fl/zip:33315","33315","334","322","16","43","0","114","153","63","66","339","87","237","4","0","179","375","162","591","365","0","0","0","238","67","26"
"publicpolygonfeature:5:42351","ZIP Code 33316","country:us/state:fl/zip:33316","33316","311","356","56","7","19","0","84","273","88","166","66","116","10","0","151","27","167","365","510","0","0","0","14","33","38"
"publicpolygonfeature:5:42361","ZIP Code 33317","country:us/state:fl/zip:33317","33317","866","957","63","47","120","186","134","566","265","562","257","466","93","44","302","480","306","1075","1330","0","116","199","183","136","150"
"publicpolygonfeature:5:42382","ZIP Code 33319","country:us/state:fl/zip:33319","33319","931","635","256","64","98","329","262","729","151","755","571","1501","414","154","765","629","318","1841","2540","0","67","58","228","210","378"
"publicpolygonfeature:5:42388","ZIP Code 33321","country:us/state:fl/zip:33321","33321","1278","854","193","80","0","370","88","735","380","609","610","821","133","18","772","396","353","1004","2711","0","27","18","286","239","294"
"publicpolygonfeature:5:42389","ZIP Code 33322","country:us/state:fl/zip:33322","33322","1117","686","199","0","97","194","183","782","281","529","383","598","80","61","420","307","333","1183","2149","0","76","36","167","183","88"
"publicpolygonfeature:5:42390","ZIP Code 33323","country:us/state:fl/zip:33323","33323","628","615","167","86","19","145","255","386","198","608","162","333","21","18","268","128","242","816","961","0","75","22","127","9","43"
"publicpolygonfeature:5:42405","ZIP Code 33324","country:us/state:fl/zip:33324","33324","1627","1327","355","175","37","345","238","1500","160","836","368","483","30","115","809","294","460","1459","2520","0","0","15","174","280","185"
"publicpolygonfeature:5:42411","ZIP Code 33325","country:us/state:fl/zip:33325","33325","890","386","161","40","25","73","291","650","72","594","104","420","63","23","467","522","147","890","1462","13","56","31","49","34","333"
"publicpolygonfeature:5:42419","ZIP Code 33326","country:us/state:fl/zip:33326","33326","1050","721","168","97","194","104","137","743","357","491","139","195","0","27","236","279","334","1234","1284","0","95","0","198","155","162"
"publicpolygonfeature:5:42423","ZIP Code 33327","country:us/state:fl/zip:33327","33327","627","521","100","16","67","117","155","238","130","349","94","127","10","0","66","117","229","486","684","0","21","0","46","44","16"
"publicpolygonfeature:5:42429","ZIP Code 33328","country:us/state:fl/zip:33328","33328","1186","702","50","62","108","182","283","1000","104","715","130","57","58","0","320","146","227","980","941","0","40","17","43","66","69"
"publicpolygonfeature:5:42434","ZIP Code 33330","country:us/state:fl/zip:33330","33330","411","453","18","0","35","31","65","337","11","420","20","73","84","0","92","118","18","396","591","0","0","0","34","0","30"
"publicpolygonfeature:5:42440","ZIP Code 33331","country:us/state:fl/zip:33331","33331","934","394","163","86","75","79","159","551","129","358","82","153","13","21","152","131","224","1053","551","0","0","0","101","30","15"
"publicpolygonfeature:5:42445","ZIP Code 33332","country:us/state:fl/zip:33332","33332","560","122","65","41","9","37","180","105","9","385","38","61","53","61","36","49","59","267","238","0","0","0","6","11","58"
"publicpolygonfeature:5:42471","ZIP Code 33334","country:us/state:fl/zip:33334","33334","654","156","97","47","24","112","203","331","104","334","59","454","43","37","768","623","100","685","1432","5","78","0","279","46","209"
"publicpolygonfeature:5:42480","ZIP Code 33351","country:us/state:fl/zip:33351","33351","826","531","147","15","23","356","280","772","120","543","392","935","8","81","961","305","296","1288","1994","0","0","0","259","134","241"
"publicpolygonfeature:5:42490","ZIP Code 33401","country:us/state:fl/zip:33401","33401","1072","587","177","59","89","213","109","639","274","268","208","211","134","0","674","309","272","904","858","0","83","0","115","72","50"
"publicpolygonfeature:5:42496","ZIP Code 33403","country:us/state:fl/zip:33403","33403","415","70","0","0","69","0","23","215","8","159","109","356","24","0","409","175","33","315","589","0","0","30","34","11","14"
"publicpolygonfeature:5:42500","ZIP Code 33404","country:us/state:fl/zip:33404","33404","734","199","206","35","27","332","112","384","57","349","322","622","352","95","593","79","174","810","1117","0","17","0","59","221","46"
"publicpolygonfeature:5:42501","ZIP Code 33405","country:us/state:fl/zip:33405","33405","450","243","77","39","159","33","133","322","116","146","64","168","0","0","270","438","113","550","637","23","265","0","66","29","85"
"publicpolygonfeature:5:42507","ZIP Code 33406","country:us/state:fl/zip:33406","33406","448","217","25","7","32","100","141","409","140","164","221","443","0","34","511","704","256","471","944","24","30","32","199","38","109"
"publicpolygonfeature:5:42513","ZIP Code 33407","country:us/state:fl/zip:33407","33407","926","437","214","10","172","346","108","488","147","359","296","639","107","49","595","291","581","830","1271","41","40","6","271","157","267"
"publicpolygonfeature:5:42532","ZIP Code 33408","country:us/state:fl/zip:33408","33408","686","288","62","21","31","75","103","325","79","272","87","32","0","0","201","89","182","380","672","9","11","36","27","14","16"
"publicpolygonfeature:5:42543","ZIP Code 33409","country:us/state:fl/zip:33409","33409","784","577","114","45","33","203","104","354","99","471","393","733","70","144","624","402","307","1161","1366","82","83","34","169","100","137"
"publicpolygonfeature:5:42551","ZIP Code 33410","country:us/state:fl/zip:33410","33410","1051","879","82","89","82","228","325","730","300","659","221","147","80","0","458","633","614","953","1274","0","0","0","123","54","43"
"publicpolygonfeature:5:42567","ZIP Code 33411","country:us/state:fl/zip:33411","33411","2136","901","365","99","112","356","541","2018","377","1676","864","884","31","120","1209","533","1009","1996","3345","108","34","15","360","87","311"
"publicpolygonfeature:5:42570","ZIP Code 33412","country:us/state:fl/zip:33412","33412","381","240","50","11","4","135","58","245","1","214","194","31","27","46","125","48","126","299","763","0","0","52","113","0","27"
"publicpolygonfeature:5:42573","ZIP Code 33413","country:us/state:fl/zip:33413","33413","366","250","47","0","0","151","36","229","31","352","399","411","90","39","549","283","44","334","693","0","9","0","82","130","37"
"publicpolygonfeature:5:42574","ZIP Code 33414","country:us/state:fl/zip:33414","33414","1780","1158","235","179","183","282","322","861","175","1223","441","626","58","95","908","190","837","2079","2292","124","0","34","279","126","67"
"publicpolygonfeature:5:42578","ZIP Code 33415","country:us/state:fl/zip:33415","33415","505","648","21","11","12","109","107","699","304","563","399","1094","2","0","857","1916","334","1528","1960","0","115","0","492","132","197"
"publicpolygonfeature:5:42579","ZIP Code 33417","country:us/state:fl/zip:33417","33417","645","552","111","0","62","136","89","443","35","622","366","941","49","30","635","155","259","870","1773","0","34","10","327","177","266"
"publicpolygonfeature:5:42595","ZIP Code 33418","country:us/state:fl/zip:33418","33418","1275","819","182","24","93","81","306","716","284","625","300","146","63","60","440","178","561","1360","1076","0","0","0","169","50","47"
"publicpolygonfeature:5:42621","ZIP Code 33426","country:us/state:fl/zip:33426","33426","879","538","150","67","18","134","83","661","175","807","195","575","19","0","280","185","270","503","1221","0","14","19","439","22","60"
"publicpolygonfeature:5:42626","ZIP Code 33428","country:us/state:fl/zip:33428","33428","1224","654","103","31","26","214","308","744","238","639","421","428","47","37","567","849","809","892","1571","0","48","0","344","109","96"
"publicpolygonfeature:5:42628","ZIP Code 33437","country:us/state:fl/zip:33437","33437","696","596","97","0","23","81","198","467","71","499","141","990","25","45","212","73","260","1042","730","0","0","0","68","0","23"
"publicpolygonfeature:5:42650","ZIP Code 33438","country:us/state:fl/zip:33438","33438","0","0","0","0","8","0","0","10","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42666","ZIP Code 33469","country:us/state:fl/zip:33469","33469","535","223","38","15","12","65","14","328","125","112","11","49","19","0","141","23","28","583","570","29","0","0","48","51","14"
"publicpolygonfeature:5:42674","ZIP Code 33470","country:us/state:fl/zip:33470","33470","864","617","76","6","107","166","173","451","336","750","410","299","25","91","409","140","438","1089","1425","6","0","112","84","94","66"
"publicpolygonfeature:5:42686","ZIP Code 33483","country:us/state:fl/zip:33483","33483","381","293","38","83","21","95","12","38","76","179","19","146","0","0","292","208","109","180","269","0","0","0","8","24","9"
"publicpolygonfeature:5:42687","ZIP Code 33484","country:us/state:fl/zip:33484","33484","477","466","95","0","55","81","186","494","98","317","148","228","9","0","200","136","146","700","773","0","21","61","81","74","0"
"publicpolygonfeature:5:42697","ZIP Code 33486","country:us/state:fl/zip:33486","33486","659","348","73","10","22","39","106","481","85","355","19","89","0","48","272","371","187","1175","741","0","0","0","33","30","53"
"publicpolygonfeature:5:42700","ZIP Code 33487","country:us/state:fl/zip:33487","33487","701","540","273","51","26","35","135","316","190","339","81","224","4","0","458","101","48","665","657","0","0","9","25","40","0"
"publicpolygonfeature:5:42702","ZIP Code 33493","country:us/state:fl/zip:33493","33493","16","16","10","0","0","29","0","87","0","0","35","16","4","0","38","25","0","34","80","18","28","0","7","0","87"
"publicpolygonfeature:5:42708","ZIP Code 33496","country:us/state:fl/zip:33496","33496","356","239","94","0","84","131","134","535","79","241","144","106","10","0","185","107","401","683","719","0","20","0","17","0","0"
"publicpolygonfeature:5:42718","ZIP Code 33498","country:us/state:fl/zip:33498","33498","512","312","66","0","69","31","35","348","49","392","76","46","0","0","64","22","55","938","317","0","0","0","115","0","0"
"publicpolygonfeature:5:43469","ZIP Code 33004","country:us/state:fl/zip:33004","33004","458","199","37","22","16","84","111","333","135","201","89","308","23","2","182","29","451","382","1201","0","13","0","32","110","61"
"publicpolygonfeature:5:43491","ZIP Code 33033","country:us/state:fl/zip:33033","33033","1220","502","134","35","111","468","149","1598","124","1192","295","1254","205","56","577","805","818","1322","2534","586","46","235","343","355","206"
"publicpolygonfeature:5:43493","ZIP Code 33039","country:us/state:fl/zip:33039","33039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43494","ZIP Code 33157","country:us/state:fl/zip:33157","33157","1805","946","282","98","90","255","389","1272","247","1040","316","1116","137","124","857","687","809","1767","2264","0","9","80","395","317","299"
"publicpolygonfeature:5:43495","ZIP Code 33158","country:us/state:fl/zip:33158","33158","248","103","21","0","43","35","36","108","22","98","72","0","50","0","0","0","6","141","184","0","0","0","0","5","0"
"publicpolygonfeature:5:43496","ZIP Code 33034","country:us/state:fl/zip:33034","33034","78","107","104","30","34","128","0","169","29","119","115","291","29","33","180","295","303","457","659","367","33","29","195","53","17"
"publicpolygonfeature:5:43499","ZIP Code 33430","country:us/state:fl/zip:33430","33430","164","73","0","0","0","81","0","511","38","65","53","351","49","163","352","133","27","408","240","148","0","27","259","22","211"
"publicpolygonfeature:5:43500","ZIP Code 33431","country:us/state:fl/zip:33431","33431","797","280","81","0","53","63","68","500","217","260","84","136","31","0","413","31","433","645","1049","0","0","0","61","0","95"
"publicpolygonfeature:5:43501","ZIP Code 33432","country:us/state:fl/zip:33432","33432","671","485","145","9","42","96","70","363","187","575","46","169","32","0","331","222","175","714","1293","0","0","0","45","9","44"
"publicpolygonfeature:5:43502","ZIP Code 33433","country:us/state:fl/zip:33433","33433","1239","1023","201","104","95","166","286","1107","265","674","244","463","11","0","192","202","422","945","1221","0","77","32","65","31","114"
"publicpolygonfeature:5:43503","ZIP Code 33434","country:us/state:fl/zip:33434","33434","491","348","40","22","22","40","56","336","205","384","59","208","0","38","137","99","144","452","509","5","0","0","8","27","15"
"publicpolygonfeature:5:43504","ZIP Code 33435","country:us/state:fl/zip:33435","33435","649","380","11","70","77","136","90","767","193","430","165","1054","115","0","1130","467","387","1456","1061","0","1","0","195","120","172"
"publicpolygonfeature:5:43505","ZIP Code 33436","country:us/state:fl/zip:33436","33436","1281","490","131","62","14","163","24","715","168","792","368","930","22","30","578","455","504","1564","1955","8","0","97","131","255","336"
"publicpolygonfeature:5:43507","ZIP Code 33441","country:us/state:fl/zip:33441","33441","777","250","45","7","17","114","110","528","246","367","172","156","52","98","619","694","296","1082","1248","0","12","0","428","72","207"
"publicpolygonfeature:5:43508","ZIP Code 33442","country:us/state:fl/zip:33442","33442","722","609","97","0","0","241","101","388","125","305","144","196","80","8","350","214","575","757","1293","0","52","0","108","188","42"
"publicpolygonfeature:5:43509","ZIP Code 33444","country:us/state:fl/zip:33444","33444","539","298","116","27","10","192","41","268","35","256","195","223","92","45","351","219","391","780","1185","0","0","0","338","142","27"
"publicpolygonfeature:5:43510","ZIP Code 33445","country:us/state:fl/zip:33445","33445","776","808","146","31","164","314","196","347","184","655","158","781","84","74","718","326","563","1031","1405","0","71","0","142","101","168"
"publicpolygonfeature:5:43511","ZIP Code 33446","country:us/state:fl/zip:33446","33446","642","361","31","0","10","186","194","411","193","312","15","248","7","0","215","41","90","604","533","0","0","0","12","17","0"
"publicpolygonfeature:5:43512","ZIP Code 33449","country:us/state:fl/zip:33449","33449","259","102","32","0","50","24","35","126","0","168","74","52","4","0","57","20","123","281","195","0","0","0","0","0","0"
"publicpolygonfeature:5:43515","ZIP Code 33458","country:us/state:fl/zip:33458","33458","1887","798","185","149","210","390","402","1237","356","892","241","217","18","54","840","271","486","1393","2048","17","37","35","113","255","95"
"publicpolygonfeature:5:43516","ZIP Code 33460","country:us/state:fl/zip:33460","33460","851","466","38","112","12","204","45","409","154","430","154","221","68","3","861","848","403","808","877","203","21","27","119","121","292"
"publicpolygonfeature:5:43517","ZIP Code 33461","country:us/state:fl/zip:33461","33461","594","322","111","10","59","121","157","355","188","238","429","1170","111","11","960","1088","499","1164","1576","49","139","51","428","131","126"
"publicpolygonfeature:5:43518","ZIP Code 33462","country:us/state:fl/zip:33462","33462","658","419","57","55","45","91","63","549","183","473","417","730","212","0","857","744","516","844","1141","22","19","0","198","70","244"
"publicpolygonfeature:5:43519","ZIP Code 33463","country:us/state:fl/zip:33463","33463","1351","727","110","0","22","240","144","697","345","1012","573","1759","153","56","1164","1193","597","1651","2386","96","0","95","478","56","517"
"publicpolygonfeature:5:43520","ZIP Code 33467","country:us/state:fl/zip:33467","33467","1657","962","140","114","135","205","252","1078","362","1046","586","541","75","128","625","257","346","1170","2132","0","41","0","48","28","263"
"publicpolygonfeature:5:43522","ZIP Code 33472","country:us/state:fl/zip:33472","33472","700","168","61","27","31","182","115","308","71","177","75","59","18","21","145","110","86","369","833","0","0","0","18","21","18"
"publicpolygonfeature:5:43523","ZIP Code 33473","country:us/state:fl/zip:33473","33473","336","67","32","26","0","124","136","85","29","173","39","41","0","39","70","0","0","185","128","11","0","0","15","0","0"
"publicpolygonfeature:5:43524","ZIP Code 33476","country:us/state:fl/zip:33476","33476","124","148","0","0","0","75","0","223","30","61","0","244","11","30","72","43","40","117","62","0","0","0","26","0","61"
"publicpolygonfeature:5:43525","ZIP Code 33477","country:us/state:fl/zip:33477","33477","300","123","47","35","0","245","27","145","88","103","31","73","0","0","61","0","96","194","193","24","0","11","9","76","177"
"publicpolygonfeature:5:43526","ZIP Code 33478","country:us/state:fl/zip:33478","33478","570","195","63","0","26","13","4","236","54","212","135","15","0","9","73","16","228","272","748","0","64","0","18","16","77"
"publicpolygonfeature:5:43527","ZIP Code 33480","country:us/state:fl/zip:33480","33480","330","79","0","0","5","0","24","78","136","52","10","20","0","0","35","55","24","296","236","12","0","0","23","14","21"
"publicpolygonfeature:5:6673889","ZIP Code 33388","country:us/state:fl/zip:33388","33388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6703671","ZIP Code 33022","country:us/state:fl/zip:33022","33022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928457","Miami-Fort Lauderdale-West Palm Beach, FL Area","country:us/state:fl/msa:miami-fort_lauderdale-west_palm_beach","33100","155156","96455","20051","7939","11453","29337","30530","104349","30640","93239","40251","88181","14246","7978","85067","81039","59775","171155","243644","4066","6579","3915","30115","21140","25558"
