"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:42267","ZIP Code 33309","country:us/state:fl/zip:33309","33309","9215","15534","14172","12700","2634","11904","0","471","4002","2171","5594","8579","4466","524","2559","0","1337","5684","1009","1673","2952","2198","77","4069"
"publicpolygonfeature:5:42273","ZIP Code 33311","country:us/state:fl/zip:33311","33311","2793","3644","2459","3430","688","1926","8","66","3245","297","274","1412","63","15","541","0","711","508","224","442","2177","986","149","1368"
"publicpolygonfeature:5:42323","ZIP Code 33312","country:us/state:fl/zip:33312","33312","3733","6667","4723","5324","1711","2001","62","719","2066","329","339","1384","93","470","1361","0","1366","1038","5323","432","2248","1584","0","2141"
"publicpolygonfeature:5:42336","ZIP Code 33313","country:us/state:fl/zip:33313","33313","1581","2652","2081","2061","790","718","0","21","609","93","1287","2677","134","196","254","9","264","1021","0","363","1431","68","0","279"
"publicpolygonfeature:5:42345","ZIP Code 33314","country:us/state:fl/zip:33314","33314","3763","5755","4890","4751","7365","1952","25","184","2349","3914","192","973","353","77","355","0","426","1410","711","527","1069","448","53","1192"
"publicpolygonfeature:5:42348","ZIP Code 33315","country:us/state:fl/zip:33315","33315","2923","4643","3302","3835","1870","816","3","178","597","260","208","194","80","22","1405","0","1031","688","649","771","885","6691","0","1017"
"publicpolygonfeature:5:42351","ZIP Code 33316","country:us/state:fl/zip:33316","33316","3616","6013","5107","5033","4956","1354","0","523","685","1109","681","3639","255","31","353","2","1502","2387","2217","899","2139","1271","58","480"
"publicpolygonfeature:5:42361","ZIP Code 33317","country:us/state:fl/zip:33317","33317","2266","3553","2944","3012","1047","727","0","291","1171","142","311","2398","546","23","733","0","1123","1251","965","384","2666","143","162","510"
"publicpolygonfeature:5:42382","ZIP Code 33319","country:us/state:fl/zip:33319","33319","1163","1636","1229","1463","582","792","2","22","136","268","235","2161","19","21","21","0","312","485","152","171","1233","94","1","134"
"publicpolygonfeature:5:42388","ZIP Code 33321","country:us/state:fl/zip:33321","33321","1891","3187","2508","2764","552","490","0","224","336","382","737","2777","118","19","413","0","258","547","508","144","1660","1962","0","1475"
"publicpolygonfeature:5:42389","ZIP Code 33322","country:us/state:fl/zip:33322","33322","1245","1925","1818","1725","1099","1258","0","126","222","60","329","1174","17","5","749","0","208","905","0","143","2187","68","0","93"
"publicpolygonfeature:5:42390","ZIP Code 33323","country:us/state:fl/zip:33323","33323","3693","6207","5775","5039","2771","4117","18","1349","689","57","4238","639","573","385","747","0","186","2150","1","279","7871","261","0","1283"
"publicpolygonfeature:5:42405","ZIP Code 33324","country:us/state:fl/zip:33324","33324","4332","7921","7532","6411","4382","3896","2","572","700","839","2734","6825","916","606","398","0","1009","3924","28","803","3387","1366","21","1304"
"publicpolygonfeature:5:42411","ZIP Code 33325","country:us/state:fl/zip:33325","33325","2512","3944","3447","3265","498","4845","18","111","778","920","241","484","373","67","963","0","244","992","0","2627","1135","542","54","831"
"publicpolygonfeature:5:42419","ZIP Code 33326","country:us/state:fl/zip:33326","33326","1977","3527","3609","2704","1455","638","17","314","777","392","549","960","2717","112","394","0","540","1523","1","1069","1016","328","3","1924"
"publicpolygonfeature:5:42423","ZIP Code 33327","country:us/state:fl/zip:33327","33327","407","671","787","424","61","241","3","73","91","238","67","359","38","20","132","5","224","403","0","134","222","270","0","190"
"publicpolygonfeature:5:42429","ZIP Code 33328","country:us/state:fl/zip:33328","33328","1462","2586","2352","2146","1445","637","32","118","370","1735","432","2211","35","16","115","0","638","871","181","149","2000","136","0","155"
"publicpolygonfeature:5:42434","ZIP Code 33330","country:us/state:fl/zip:33330","33330","702","1082","1013","998","302","309","129","137","587","383","163","510","10","2","246","0","604","419","0","67","706","138","3","160"
"publicpolygonfeature:5:42440","ZIP Code 33331","country:us/state:fl/zip:33331","33331","2388","4270","4178","3334","1458","495","9","78","696","161","599","6200","676","211","100","0","176","1409","73","150","2402","293","0","2641"
"publicpolygonfeature:5:42445","ZIP Code 33332","country:us/state:fl/zip:33332","33332","452","644","537","546","34","451","83","166","352","8","35","194","13","3","61","0","56","269","374","185","216","20","0","107"
"publicpolygonfeature:5:42471","ZIP Code 33334","country:us/state:fl/zip:33334","33334","2852","4456","3934","3807","1208","3661","0","84","2241","1533","745","2348","187","80","1115","0","676","1006","257","257","1818","416","20","584"
"publicpolygonfeature:5:42480","ZIP Code 33351","country:us/state:fl/zip:33351","33351","5964","11956","12241","9421","1036","1482","3","135","978","30616","336","2428","230","187","357","0","504","688","2009","194","2785","177","13","613"
"publicpolygonfeature:5:42490","ZIP Code 33401","country:us/state:fl/zip:33401","33401","5489","11319","11074","8759","4963","3489","394","752","1497","374","2356","5736","781","348","982","19","1211","5820","11560","815","3602","337","30","531"
"publicpolygonfeature:5:42496","ZIP Code 33403","country:us/state:fl/zip:33403","33403","1232","2046","1454","1831","1102","861","11","44","1450","60","62","593","10","95","344","0","318","550","76","74","2709","34","42","235"
"publicpolygonfeature:5:42500","ZIP Code 33404","country:us/state:fl/zip:33404","33404","3176","5386","3759","4839","1253","1457","0","132","2027","194","108","896","146","42","2398","0","592","758","1311","726","1297","2333","45","4810"
"publicpolygonfeature:5:42501","ZIP Code 33405","country:us/state:fl/zip:33405","33405","1672","2208","1788","2254","1261","3062","3","249","976","204","107","523","212","21","575","0","434","487","0","168","1087","33","0","358"
"publicpolygonfeature:5:42507","ZIP Code 33406","country:us/state:fl/zip:33406","33406","5231","10497","12185","7990","1212","1668","0","411","795","23232","446","2114","33","254","757","0","384","750","5303","625","1391","2402","8","96"
"publicpolygonfeature:5:42513","ZIP Code 33407","country:us/state:fl/zip:33407","33407","3648","6308","5058","5296","1122","2156","3","969","2698","431","275","7469","783","144","1045","20","773","1364","18","641","1872","1474","345","1165"
"publicpolygonfeature:5:42532","ZIP Code 33408","country:us/state:fl/zip:33408","33408","1838","3864","4821","2940","1965","819","22","471","533","510","1609","1106","262","3958","50","0","495","2424","309","267","837","31","556","172"
"publicpolygonfeature:5:42543","ZIP Code 33409","country:us/state:fl/zip:33409","33409","3009","4894","4217","4306","2375","2165","20","871","1946","1000","746","2951","225","247","380","0","862","2667","43","600","3472","262","49","584"
"publicpolygonfeature:5:42551","ZIP Code 33410","country:us/state:fl/zip:33410","33410","3203","7180","8006","5118","2427","1497","56","572","787","204","2048","7863","276","660","1505","0","1278","3163","689","915","3876","52","162","771"
"publicpolygonfeature:5:42567","ZIP Code 33411","country:us/state:fl/zip:33411","33411","3921","6052","5086","5267","3114","3139","50","774","2949","963","576","2061","266","152","776","0","879","2610","421","443","4890","1385","91","1038"
"publicpolygonfeature:5:42570","ZIP Code 33412","country:us/state:fl/zip:33412","33412","400","627","535","590","104","712","6","557","319","5","71","92","33","46","46","0","119","176","74","32","205","79","8","20"
