"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:46416","ZIP Code 43064","country:us/state:oh/zip:43064","43064","62","62","236","128","113","223","406","34","671","467","63","63","36","0","65","467","746","250","700","402","353","55","914","1834","338","249","397","0","1946","57","463","43","55","0","3722","1011","1004","520","513","0"
"publicpolygonfeature:5:46417","ZIP Code 43065","country:us/state:oh/zip:43065","43065","112","53","667","305","531","203","1521","331","1627","879","225","277","174","0","14","696","1358","300","1737","391","1943","140","2346","5012","1420","651","809","56","4848","318","1595","48","96","0","10514","2109","2942","513","763","32"
"publicpolygonfeature:5:46418","ZIP Code 43066","country:us/state:oh/zip:43066","43066","0","22","0","10","11","0","46","0","0","0","0","0","0","0","0","114","29","0","21","27","40","14","63","223","10","41","0","0","0","0","89","0","0","0","275","127","59","57","64","0"
"publicpolygonfeature:5:46419","ZIP Code 43067","country:us/state:oh/zip:43067","43067","0","0","29","0","8","8","21","9","48","17","0","0","26","0","7","108","88","0","58","29","70","0","95","94","59","49","22","0","97","17","52","0","0","0","236","135","70","111","127","0"
"publicpolygonfeature:5:46420","ZIP Code 43068","country:us/state:oh/zip:43068","43068","6","111","187","30","242","243","1554","41","1094","974","106","461","81","0","30","1176","2394","340","3531","3369","1387","407","2905","5448","2024","1396","1187","56","3274","289","1258","32","277","0","8729","4554","4807","1725","5812","23"
"publicpolygonfeature:5:46422","ZIP Code 43074","country:us/state:oh/zip:43074","43074","55","129","128","45","25","34","537","78","470","364","17","108","133","0","46","441","615","227","626","359","800","105","480","1700","706","256","345","0","1579","145","320","0","79","0","2991","1150","1506","386","673","0"
"publicpolygonfeature:5:46423","ZIP Code 43076","country:us/state:oh/zip:43076","43076","0","52","35","9","71","22","141","10","166","100","8","18","26","0","0","482","606","84","422","259","186","51","246","1032","173","139","218","0","487","19","138","6","8","0","1583","499","736","423","657","0"
"publicpolygonfeature:5:46424","ZIP Code 43077","country:us/state:oh/zip:43077","43077","0","0","1","0","0","0","16","0","1","1","0","0","0","0","0","12","22","0","12","3","1","0","6","5","5","4","11","0","3","0","16","0","0","0","28","15","13","7","18","0"
"publicpolygonfeature:5:46426","ZIP Code 43080","country:us/state:oh/zip:43080","43080","0","0","2","8","31","0","121","20","19","15","0","0","5","0","45","171","161","4","110","217","22","7","159","642","111","45","221","0","64","17","110","0","30","0","710","336","338","218","313","0"
"publicpolygonfeature:5:46427","ZIP Code 43081","country:us/state:oh/zip:43081","43081","74","454","422","251","533","333","2031","239","2672","1629","357","396","447","0","35","1646","1831","476","3183","1420","2057","315","2660","7138","2361","1187","1182","19","7184","382","1908","170","194","0","12658","3986","4916","1521","2411","18"
